<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
PACE-JittaLine,20120601,0.0116,0.0116,0.0116,0.0116,null
PACE-JittaLine,20120701,0.0507,0.0507,0.0507,0.0507,null
PACE-JittaLine,20120801,0.0899,0.0899,0.0899,0.0899,null
PACE-JittaLine,20120901,0.129,0.129,0.129,0.129,null
PACE-JittaLine,20121001,0.1681,0.1681,0.1681,0.1681,null
PACE-JittaLine,20121101,0.2073,0.2073,0.2073,0.2073,null
PACE-JittaLine,20121201,0.2464,0.2464,0.2464,0.2464,null
