<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SET100,20151113,15:04:00,1982.50,1984.55,1982.50,1983.35,4294000
SET100,20151113,15:05:00,1983.38,1983.38,1982.19,1982.80,4154000
SET100,20151113,15:06:00,1983.37,1983.37,1981.50,1981.50,10687000
SET100,20151113,15:07:00,1981.76,1982.05,1981.76,1981.76,7260000
SET100,20151113,15:08:00,1982.45,1982.61,1981.62,1982.61,17541000
SET100,20151113,15:09:00,1981.79,1981.79,1981.45,1981.65,11698000
SET100,20151113,15:10:00,1980.31,1981.85,1980.31,1981.85,11389000
SET100,20151113,15:11:00,1981.60,1981.83,1980.94,1980.94,10670000
SET100,20151113,15:12:00,1981.02,1981.02,1980.16,1980.46,27420000
SET100,20151113,15:13:00,1980.14,1980.27,1979.87,1979.87,38488000
SET100,20151113,15:14:00,1979.89,1981.26,1978.51,1981.26,19498000
SET100,20151113,15:15:00,1980.22,1980.22,1979.30,1979.46,3156000
SET100,20151113,15:16:00,1979.20,1981.01,1979.20,1981.01,5454000
SET100,20151113,15:17:00,1981.39,1981.39,1980.10,1981.11,6962000
SET100,20151113,15:18:00,1980.57,1980.92,1979.97,1980.92,2645000
SET100,20151113,15:19:00,1980.87,1980.87,1980.05,1980.30,2472000
SET100,20151113,15:20:00,1979.88,1980.58,1979.88,1980.44,2367000
SET100,20151113,15:21:00,1980.17,1980.17,1978.72,1979.96,2673000
SET100,20151113,15:22:00,1980.45,1981.26,1979.94,1980.09,5412000
SET100,20151113,15:23:00,1979.69,1981.32,1979.69,1981.32,8476000
SET100,20151113,15:24:00,1981.51,1981.51,1979.98,1979.98,1485000
SET100,20151113,15:25:00,1981.13,1982.06,1981.06,1982.06,2319000
SET100,20151113,15:26:00,1982.32,1982.32,1980.69,1980.69,27871000
SET100,20151113,15:27:00,1982.27,1982.27,1981.24,1982.08,12715000
SET100,20151113,15:28:00,1982.24,1982.24,1981.27,1981.70,7303000
SET100,20151113,15:29:00,1981.96,1983.26,1981.32,1983.26,8966000
SET100,20151113,15:30:00,1983.87,1984.44,1983.74,1984.10,2713000
SET100,20151113,15:31:00,1984.22,1984.22,1983.54,1983.84,5649000
SET100,20151113,15:32:00,1983.81,1984.18,1983.11,1984.18,2855000
SET100,20151113,15:33:00,1983.88,1983.88,1982.80,1983.52,8158000
SET100,20151113,15:34:00,1984.59,1984.59,1983.14,1983.49,11032000
SET100,20151113,15:35:00,1982.47,1983.33,1982.23,1982.51,3585000
SET100,20151113,15:36:00,1982.94,1983.75,1982.05,1983.75,3663000
SET100,20151113,15:37:00,1984.22,1985.82,1984.22,1985.64,4366000
SET100,20151113,15:38:00,1985.30,1985.47,1984.09,1984.09,4288000
SET100,20151113,15:39:00,1984.58,1986.12,1984.38,1985.71,5803000
SET100,20151113,15:40:00,1984.79,1986.39,1984.79,1986.39,2696000
SET100,20151113,15:41:00,1985.42,1986.57,1985.23,1985.98,12023000
SET100,20151113,15:42:00,1984.34,1986.10,1984.34,1985.81,10647000
SET100,20151113,15:43:00,1986.50,1986.50,1985.64,1985.64,6102000
SET100,20151113,15:44:00,1984.95,1984.95,1983.76,1983.76,15249000
SET100,20151113,15:45:00,1985.36,1986.02,1985.36,1985.48,4240000
SET100,20151113,15:46:00,1985.89,1985.89,1984.89,1984.89,5776000
SET100,20151113,15:47:00,1984.59,1984.59,1984.02,1984.02,5282000
SET100,20151113,15:48:00,1983.80,1984.45,1983.80,1984.32,2093000
SET100,20151113,15:49:00,1984.19,1984.19,1982.28,1982.28,2967000
SET100,20151113,15:50:00,1981.67,1984.79,1981.67,1984.36,4067000
SET100,20151113,15:51:00,1985.14,1985.73,1983.92,1983.92,5485000
SET100,20151113,15:52:00,1984.94,1984.94,1983.81,1983.81,3118000
SET100,20151113,15:53:00,1983.51,1984.22,1983.51,1983.57,5783000
SET100,20151113,15:54:00,1984.59,1984.66,1984.42,1984.50,12196000
SET100,20151113,15:55:00,1984.55,1984.68,1983.45,1983.45,2941000
SET100,20151113,15:56:00,1982.61,1984.20,1982.61,1984.20,7984000
SET100,20151113,15:57:00,1983.11,1983.81,1982.76,1982.76,6448000
SET100,20151113,15:58:00,1982.33,1983.79,1982.33,1983.04,3801000
SET100,20151113,15:59:00,1982.58,1982.93,1982.41,1982.41,7439000
SET100,20151113,16:00:00,1983.08,1984.56,1983.08,1983.75,2066000
SET100,20151113,16:01:00,1983.67,1983.95,1982.73,1983.95,2842000
SET100,20151113,16:02:00,1983.60,1984.16,1983.14,1983.55,2432000
SET100,20151113,16:03:00,1983.66,1983.66,1982.97,1982.97,4218000
SET100,20151113,16:04:00,1983.43,1984.75,1983.43,1984.75,5767000
SET100,20151113,16:05:00,1984.29,1984.29,1983.37,1983.37,11915000
SET100,20151113,16:06:00,1982.79,1984.40,1982.35,1983.74,3301000
SET100,20151113,16:07:00,1984.22,1985.06,1984.04,1985.06,1689000
SET100,20151113,16:08:00,1984.74,1984.74,1983.77,1983.77,2883000
SET100,20151113,16:09:00,1983.96,1984.62,1983.96,1984.62,9450000
SET100,20151113,16:10:00,1984.13,1984.35,1983.72,1984.20,3028000
SET100,20151113,16:11:00,1984.12,1985.50,1984.12,1984.27,6747000
SET100,20151113,16:12:00,1984.56,1985.11,1983.49,1984.57,22791000
SET100,20151113,16:13:00,1984.01,1984.08,1983.54,1983.54,11291000
SET100,20151113,16:14:00,1984.43,1984.97,1984.02,1984.02,1096000
SET100,20151113,16:15:00,1984.83,1984.83,1983.62,1983.62,1883000
SET100,20151113,16:16:00,1985.04,1985.04,1983.48,1983.48,5242000
SET100,20151113,16:17:00,1983.37,1986.97,1983.37,1986.97,2496000
SET100,20151113,16:18:00,1985.24,1986.02,1985.24,1985.97,4523000
SET100,20151113,16:19:00,1985.20,1986.11,1985.20,1985.98,6522000
SET100,20151113,16:20:00,1986.77,1987.50,1985.70,1985.70,9352000
SET100,20151113,16:21:00,1984.89,1986.86,1984.69,1986.04,5591000
SET100,20151113,16:22:00,1985.63,1986.85,1985.63,1986.85,3337000
SET100,20151113,16:23:00,1986.54,1986.79,1985.06,1986.22,8473000
SET100,20151113,16:24:00,1986.76,1986.80,1985.19,1985.19,7278000
SET100,20151113,16:25:00,1986.55,1986.55,1984.46,1986.16,17665000
SET100,20151113,16:26:00,1985.19,1985.81,1984.58,1985.81,6895000
SET100,20151113,16:27:00,1985.68,1986.24,1985.68,1986.24,6583000
SET100,20151113,16:28:00,1987.96,1987.96,1987.65,1987.65,15963000
SET100,20151113,16:29:00,1985.59,1986.75,1985.59,1986.75,16899000
SET100,20151113,16:30:00,1987.83,1987.83,1984.91,1984.91,12201000
SET100,20151113,16:31:00,1985.58,1985.58,1985.58,1985.58,2033000
SET100,20151113,16:32:00,1985.58,1985.58,1985.58,1985.58,337000
SET100,20151113,16:33:00,1985.58,1985.58,1985.58,1985.58,0
SET100,20151113,16:34:00,1985.58,1985.58,1985.58,1985.58,0
SET100,20151113,16:35:00,1985.58,1985.58,1985.58,1985.58,0
SET100,20151113,16:36:00,1985.58,1985.58,1985.58,1985.58,0
SET100,20151113,16:37:00,1985.58,1985.58,1981.98,1981.98,256009000
SET100,20151113,16:38:00,1981.98,1981.98,1981.98,1981.98,588000
SET100,20151113,16:39:00,1981.98,1981.98,1981.98,1981.98,1520000
SET100,20151113,16:40:00,1981.98,1981.98,1981.98,1981.98,156000
SET100,20151116,09:58:00,1962.91,1962.91,1961.34,1961.34,83352000
SET100,20151116,09:59:00,1963.06,1963.06,1961.38,1961.48,16977000
SET100,20151116,10:00:00,1962.35,1962.66,1962.23,1962.66,15808000
SET100,20151116,10:01:00,1963.09,1963.35,1962.42,1963.22,16033000
SET100,20151116,10:02:00,1963.48,1965.24,1963.48,1964.49,9341000
SET100,20151116,10:03:00,1965.49,1965.82,1965.41,1965.82,22202000
SET100,20151116,10:04:00,1966.38,1966.42,1965.82,1966.42,6144000
SET100,20151116,10:05:00,1966.87,1966.87,1966.15,1966.15,12390000
SET100,20151116,10:06:00,1965.11,1965.12,1964.49,1964.49,7393000
SET100,20151116,10:07:00,1963.84,1964.38,1963.84,1964.02,5831000
SET100,20151116,10:08:00,1963.83,1963.83,1962.05,1962.05,5749000
SET100,20151116,10:09:00,1962.37,1963.07,1962.37,1962.77,4804000
SET100,20151116,10:10:00,1961.90,1961.90,1960.43,1961.16,2157000
SET100,20151116,10:11:00,1962.97,1962.97,1962.14,1962.14,17192000
SET100,20151116,10:12:00,1963.55,1964.24,1962.72,1963.14,41225000
SET100,20151116,10:13:00,1962.83,1964.14,1962.83,1964.14,28452000
SET100,20151116,10:14:00,1963.20,1963.97,1963.20,1963.97,16039000
SET100,20151116,10:15:00,1963.74,1964.96,1963.74,1964.96,15746000
SET100,20151116,10:16:00,1964.25,1964.90,1964.25,1964.33,32324000
SET100,20151116,10:17:00,1964.67,1964.67,1964.11,1964.11,10458000
SET100,20151116,10:18:00,1964.88,1964.88,1963.66,1964.70,30774000
SET100,20151116,10:19:00,1965.55,1965.55,1964.50,1965.21,14836000
SET100,20151116,10:20:00,1965.81,1966.28,1965.58,1965.58,11772000
SET100,20151116,10:21:00,1965.90,1966.52,1965.34,1966.52,5249000
SET100,20151116,10:22:00,1965.24,1966.08,1964.61,1965.39,4153000
SET100,20151116,10:23:00,1965.86,1966.64,1965.40,1966.64,5080000
SET100,20151116,10:24:00,1967.50,1967.68,1967.10,1967.39,16447000
SET100,20151116,10:25:00,1967.34,1967.90,1966.57,1966.57,2428000
SET100,20151116,10:26:00,1966.61,1966.90,1966.04,1966.90,2169000
SET100,20151116,10:27:00,1966.85,1967.07,1966.40,1966.71,1962000
SET100,20151116,10:28:00,1968.13,1968.13,1966.89,1966.99,5062000
SET100,20151116,10:29:00,1968.43,1968.87,1968.43,1968.87,8957000
SET100,20151116,10:30:00,1968.33,1969.01,1968.33,1968.95,6566000
SET100,20151116,10:31:00,1969.54,1969.80,1968.67,1968.67,2512000
SET100,20151116,10:32:00,1969.65,1969.65,1968.56,1968.56,2803000
SET100,20151116,10:33:00,1969.69,1969.69,1968.78,1969.30,3769000
SET100,20151116,10:34:00,1969.33,1969.52,1968.92,1969.52,8002000
SET100,20151116,10:35:00,1968.96,1969.15,1968.54,1968.54,10749000
SET100,20151116,10:36:00,1968.76,1968.76,1966.26,1966.26,6490000
SET100,20151116,10:37:00,1966.09,1966.68,1966.09,1966.68,3598000
SET100,20151116,10:38:00,1966.52,1966.93,1966.52,1966.71,6091000
SET100,20151116,10:39:00,1966.19,1966.73,1966.19,1966.66,2843000
SET100,20151116,10:40:00,1966.30,1966.75,1966.30,1966.75,2654000
SET100,20151116,10:41:00,1966.31,1966.60,1966.30,1966.40,2244000
SET100,20151116,10:42:00,1966.57,1966.57,1966.10,1966.35,11159000
SET100,20151116,10:43:00,1966.65,1967.47,1966.65,1966.81,15234000
SET100,20151116,10:44:00,1966.83,1967.10,1966.83,1967.10,2594000
SET100,20151116,10:45:00,1967.10,1967.18,1967.10,1967.18,13994000
SET100,20151116,10:46:00,1966.49,1967.29,1966.49,1966.96,3049000
SET100,20151116,10:47:00,1967.15,1967.75,1966.81,1966.81,2968000
SET100,20151116,10:48:00,1967.81,1968.02,1966.98,1966.98,3544000
SET100,20151116,10:49:00,1967.32,1967.85,1967.32,1967.85,7884000
SET100,20151116,10:50:00,1968.22,1968.85,1968.22,1968.85,1890000
SET100,20151116,10:51:00,1968.60,1968.60,1967.52,1968.25,2251000
SET100,20151116,10:52:00,1968.22,1968.72,1968.22,1968.72,5965000
SET100,20151116,10:53:00,1969.21,1969.27,1968.53,1969.27,4275000
SET100,20151116,10:54:00,1970.41,1970.41,1969.61,1969.70,1361000
SET100,20151116,10:55:00,1970.84,1970.84,1969.17,1969.56,9664000
SET100,20151116,10:56:00,1970.70,1970.70,1970.13,1970.55,1885000
SET100,20151116,10:57:00,1970.12,1970.29,1969.61,1969.61,1388000
SET100,20151116,10:58:00,1969.49,1970.67,1969.49,1970.67,3897000
SET100,20151116,10:59:00,1970.18,1970.41,1969.52,1969.74,3703000
SET100,20151116,11:00:00,1969.24,1969.24,1968.62,1968.62,7423000
SET100,20151116,11:01:00,1968.15,1968.70,1967.74,1968.25,3986000
SET100,20151116,11:02:00,1968.31,1968.31,1967.68,1967.68,10718000
SET100,20151116,11:03:00,1968.22,1968.43,1968.12,1968.12,2308000
SET100,20151116,11:04:00,1968.44,1969.01,1967.79,1969.01,8000000
SET100,20151116,11:05:00,1969.48,1969.48,1969.09,1969.30,1983000
SET100,20151116,11:06:00,1969.30,1969.47,1968.89,1968.89,1351000
SET100,20151116,11:07:00,1968.67,1969.04,1968.11,1969.04,3445000
SET100,20151116,11:08:00,1969.46,1969.72,1969.04,1969.04,967000
SET100,20151116,11:09:00,1969.66,1970.35,1968.35,1969.43,1614000
SET100,20151116,11:10:00,1969.76,1969.76,1969.30,1969.33,931000
SET100,20151116,11:11:00,1969.53,1969.53,1967.81,1967.81,1306000
SET100,20151116,11:12:00,1968.90,1969.46,1968.68,1968.68,2148000
SET100,20151116,11:13:00,1969.10,1969.10,1967.77,1967.77,2225000
SET100,20151116,11:14:00,1967.55,1968.98,1967.55,1968.89,6112000
SET100,20151116,11:15:00,1968.98,1969.24,1968.67,1968.78,13767000
SET100,20151116,11:16:00,1968.96,1969.71,1968.33,1968.33,3887000
SET100,20151116,11:17:00,1968.59,1969.52,1968.27,1969.52,5834000
SET100,20151116,11:18:00,1969.33,1972.29,1969.33,1972.29,15974000
SET100,20151116,11:19:00,1972.40,1972.42,1971.46,1972.42,19280000
SET100,20151116,11:20:00,1971.04,1971.04,1970.24,1970.89,13815000
SET100,20151116,11:21:00,1970.46,1971.61,1970.46,1971.61,5416000
SET100,20151116,11:22:00,1972.06,1972.48,1972.06,1972.21,4051000
SET100,20151116,11:23:00,1972.11,1972.11,1970.76,1970.76,10064000
SET100,20151116,11:24:00,1970.16,1970.78,1970.16,1970.25,3415000
SET100,20151116,11:25:00,1969.27,1969.65,1968.56,1969.65,2791000
SET100,20151116,11:26:00,1968.73,1971.24,1968.68,1971.24,5615000
SET100,20151116,11:27:00,1971.57,1971.57,1970.84,1970.84,2916000
SET100,20151116,11:28:00,1970.03,1971.02,1970.03,1970.85,1894000
SET100,20151116,11:29:00,1971.08,1971.67,1971.08,1971.42,10308000
SET100,20151116,11:30:00,1971.39,1972.14,1971.39,1972.01,1908000
SET100,20151116,11:31:00,1972.45,1973.10,1972.45,1973.10,6100000
SET100,20151116,11:32:00,1972.87,1973.62,1972.87,1973.57,3238000
SET100,20151116,11:33:00,1972.91,1973.55,1972.59,1972.59,4734000
SET100,20151116,11:34:00,1972.86,1972.86,1971.65,1971.65,2141000
SET100,20151116,11:35:00,1971.68,1971.85,1970.99,1970.99,3444000
SET100,20151116,11:36:00,1972.43,1972.94,1972.41,1972.41,13548000
SET100,20151116,11:37:00,1971.66,1972.66,1971.66,1972.66,4470000
SET100,20151116,11:38:00,1971.87,1972.81,1971.56,1972.81,1839000
SET100,20151116,11:39:00,1973.33,1973.33,1972.68,1972.92,1490000
SET100,20151116,11:40:00,1972.77,1973.06,1971.69,1971.75,549000
SET100,20151116,11:41:00,1972.19,1972.91,1970.86,1971.01,3249000
SET100,20151116,11:42:00,1971.13,1971.13,1969.62,1969.62,1482000
SET100,20151116,11:43:00,1970.36,1970.85,1970.36,1970.85,2352000
SET100,20151116,11:44:00,1970.63,1970.63,1969.54,1969.54,10256000
SET100,20151116,11:45:00,1968.53,1968.67,1968.51,1968.56,5480000
SET100,20151116,11:46:00,1969.01,1969.79,1969.01,1969.18,1848000
SET100,20151116,11:47:00,1969.75,1970.46,1969.35,1970.46,1553000
SET100,20151116,11:48:00,1970.04,1970.32,1969.72,1969.72,2886000
SET100,20151116,11:49:00,1970.28,1970.88,1970.04,1970.88,12410000
SET100,20151116,11:50:00,1971.18,1971.18,1970.49,1970.79,7073000
SET100,20151116,11:51:00,1969.72,1970.15,1969.29,1969.29,18643000
SET100,20151116,11:52:00,1970.08,1971.32,1969.75,1969.75,1176000
SET100,20151116,11:53:00,1969.86,1970.88,1969.86,1970.88,9381000
SET100,20151116,11:54:00,1971.05,1971.05,1970.05,1970.49,1391000
SET100,20151116,11:55:00,1969.77,1970.31,1969.72,1970.31,614000
SET100,20151116,11:56:00,1970.01,1970.88,1970.01,1970.28,685000
SET100,20151116,11:57:00,1970.41,1970.55,1969.67,1970.26,8842000
SET100,20151116,11:58:00,1970.31,1970.31,1969.51,1969.72,1370000
SET100,20151116,11:59:00,1970.24,1970.24,1969.19,1969.19,742000
SET100,20151116,12:00:00,1969.78,1969.78,1968.81,1969.38,3914000
SET100,20151116,12:01:00,1968.79,1969.00,1968.43,1969.00,1351000
SET100,20151116,12:02:00,1968.64,1968.64,1968.21,1968.48,8944000
SET100,20151116,12:03:00,1968.51,1969.55,1968.51,1969.55,12484000
SET100,20151116,12:04:00,1968.96,1968.96,1968.12,1968.12,18197000
SET100,20151116,12:05:00,1967.79,1967.83,1967.57,1967.57,3602000
SET100,20151116,12:06:00,1967.34,1967.34,1965.84,1965.84,6196000
SET100,20151116,12:07:00,1965.76,1966.26,1965.12,1966.26,7435000
SET100,20151116,12:08:00,1965.76,1965.79,1965.64,1965.79,3230000
SET100,20151116,12:09:00,1966.44,1967.03,1966.29,1967.03,2385000
SET100,20151116,12:10:00,1966.84,1966.84,1966.01,1966.01,1730000
SET100,20151116,12:11:00,1966.16,1966.16,1965.24,1966.15,3430000
SET100,20151116,12:12:00,1965.12,1966.83,1965.12,1966.43,1523000
SET100,20151116,12:13:00,1965.95,1965.95,1965.67,1965.70,363000
SET100,20151116,12:14:00,1965.60,1966.13,1965.53,1965.99,730000
SET100,20151116,12:15:00,1966.08,1966.37,1965.77,1966.28,969000
SET100,20151116,12:16:00,1965.83,1965.83,1964.92,1965.12,1384000
SET100,20151116,12:17:00,1965.38,1966.52,1965.38,1966.52,836000
SET100,20151116,12:18:00,1966.22,1966.22,1965.09,1965.09,780000
SET100,20151116,12:19:00,1965.72,1966.32,1965.61,1966.32,1125000
SET100,20151116,12:20:00,1966.67,1966.67,1964.80,1964.83,611000
SET100,20151116,12:21:00,1964.75,1965.28,1964.52,1964.52,2322000
SET100,20151116,12:22:00,1964.66,1965.03,1964.66,1964.82,2740000
SET100,20151116,12:23:00,1965.75,1966.36,1965.33,1966.35,3601000
SET100,20151116,12:24:00,1966.24,1966.24,1964.91,1964.91,13874000
SET100,20151116,12:25:00,1964.80,1965.05,1964.59,1964.59,12202000
SET100,20151116,12:26:00,1966.41,1966.41,1964.57,1964.57,2582000
SET100,20151116,12:27:00,1964.75,1965.44,1964.75,1965.44,18744000
SET100,20151116,12:28:00,1964.98,1966.02,1964.21,1964.53,2551000
SET100,20151116,12:29:00,1965.90,1965.90,1964.17,1964.40,22571000
SET100,20151116,12:30:00,1964.80,1965.20,1963.74,1964.69,27043000
SET100,20151116,14:26:00,1964.69,1964.69,1964.69,1964.69,0
SET100,20151116,14:27:00,1966.76,1968.70,1966.76,1968.70,21693000
SET100,20151116,14:28:00,1968.23,1969.87,1968.23,1969.48,8999000
SET100,20151116,14:29:00,1968.27,1969.31,1968.27,1968.96,1954000
SET100,20151116,14:30:00,1969.88,1970.16,1969.88,1969.98,5759000
SET100,20151116,14:31:00,1970.25,1971.89,1970.25,1971.89,1689000
SET100,20151116,14:32:00,1971.93,1971.93,1971.16,1971.66,718000
SET100,20151116,14:33:00,1972.36,1972.80,1972.22,1972.80,1830000
SET100,20151116,14:34:00,1973.16,1973.16,1972.33,1972.54,1215000
SET100,20151116,14:35:00,1971.74,1972.47,1971.74,1972.47,3463000
SET100,20151116,14:36:00,1972.09,1972.09,1971.70,1971.70,815000
SET100,20151116,14:37:00,1971.77,1971.94,1971.29,1971.94,1061000
SET100,20151116,14:38:00,1972.38,1972.38,1972.06,1972.06,18132000
SET100,20151116,14:39:00,1972.51,1972.77,1972.07,1972.77,7628000
SET100,20151116,14:40:00,1973.18,1973.41,1972.71,1973.41,12015000
SET100,20151116,14:41:00,1973.00,1973.00,1972.39,1972.92,7982000
SET100,20151116,14:42:00,1972.89,1975.21,1972.89,1975.21,19347000
SET100,20151116,14:43:00,1975.31,1975.70,1975.31,1975.44,4078000
SET100,20151116,14:44:00,1975.69,1977.33,1975.69,1976.60,11448000
SET100,20151116,14:45:00,1976.01,1976.71,1976.01,1976.57,14273000
SET100,20151116,14:46:00,1976.72,1977.13,1976.22,1976.29,4623000
SET100,20151116,14:47:00,1975.98,1976.44,1975.98,1976.44,12931000
SET100,20151116,14:48:00,1976.14,1976.62,1975.28,1976.05,2256000
SET100,20151116,14:49:00,1975.78,1976.37,1975.78,1976.37,16152000
SET100,20151116,14:50:00,1976.14,1976.14,1975.36,1975.62,11348000
SET100,20151116,14:51:00,1975.13,1975.14,1974.31,1974.42,3944000
SET100,20151116,14:52:00,1974.79,1974.79,1973.92,1974.18,4266000
SET100,20151116,14:53:00,1975.03,1975.03,1973.86,1973.86,1801000
SET100,20151116,14:54:00,1974.18,1974.18,1973.50,1973.50,1742000
SET100,20151116,14:55:00,1973.99,1975.07,1973.99,1975.07,2250000
SET100,20151116,14:56:00,1975.44,1976.53,1975.33,1975.33,1790000
SET100,20151116,14:57:00,1975.56,1977.13,1975.56,1977.13,3071000
SET100,20151116,14:58:00,1975.65,1976.11,1975.59,1975.83,1521000
SET100,20151116,14:59:00,1975.14,1976.35,1975.14,1975.46,5027000
SET100,20151116,15:00:00,1975.67,1976.60,1975.67,1976.60,15171000
SET100,20151116,15:01:00,1976.64,1976.93,1975.54,1975.54,30233000
SET100,20151116,15:02:00,1975.46,1976.00,1975.35,1975.83,4697000
SET100,20151116,15:03:00,1975.67,1975.67,1974.79,1975.23,17306000
SET100,20151116,15:04:00,1975.16,1976.98,1975.16,1976.98,5849000
SET100,20151116,15:05:00,1976.81,1977.29,1976.81,1977.22,9866000
SET100,20151116,15:06:00,1977.04,1977.04,1976.02,1976.63,3808000
SET100,20151116,15:07:00,1975.91,1975.91,1975.27,1975.51,4097000
SET100,20151116,15:08:00,1977.00,1977.00,1975.48,1975.48,10265000
SET100,20151116,15:09:00,1974.80,1976.35,1974.80,1975.81,4477000
SET100,20151116,15:10:00,1976.50,1976.68,1975.93,1975.93,1751000
SET100,20151116,15:11:00,1976.26,1976.78,1976.18,1976.18,1500000
SET100,20151116,15:12:00,1976.47,1977.61,1976.47,1977.61,1012000
SET100,20151116,15:13:00,1977.79,1978.04,1977.03,1977.15,1711000
SET100,20151116,15:14:00,1977.63,1978.93,1976.81,1976.81,2705000
SET100,20151116,15:15:00,1976.79,1977.40,1976.79,1977.36,1047000
SET100,20151116,15:16:00,1976.40,1977.99,1976.40,1977.88,5721000
SET100,20151116,15:17:00,1977.29,1977.29,1976.69,1976.98,1733000
SET100,20151116,15:18:00,1976.89,1977.80,1976.89,1977.74,1171000
SET100,20151116,15:19:00,1977.53,1977.69,1976.42,1976.42,3877000
SET100,20151116,15:20:00,1977.26,1977.26,1976.36,1976.36,1873000
SET100,20151116,15:21:00,1977.09,1977.09,1976.11,1976.74,8244000
SET100,20151116,15:22:00,1977.09,1977.27,1976.69,1977.27,7363000
SET100,20151116,15:23:00,1976.57,1977.21,1976.07,1977.21,2586000
SET100,20151116,15:24:00,1977.52,1977.52,1976.16,1976.16,3730000
SET100,20151116,15:25:00,1976.23,1977.95,1976.23,1977.17,5654000
SET100,20151116,15:26:00,1976.52,1976.52,1975.88,1976.06,13354000
SET100,20151116,15:27:00,1976.24,1977.02,1976.21,1976.21,6607000
SET100,20151116,15:28:00,1976.56,1976.97,1976.40,1976.40,1441000
SET100,20151116,15:29:00,1977.13,1977.25,1976.58,1976.58,2070000
SET100,20151116,15:30:00,1977.16,1978.19,1976.53,1976.53,5142000
SET100,20151116,15:31:00,1976.82,1978.35,1976.49,1978.35,2445000
SET100,20151116,15:32:00,1978.90,1978.90,1977.12,1977.71,7557000
SET100,20151116,15:33:00,1978.11,1978.14,1977.68,1977.97,3498000
SET100,20151116,15:34:00,1976.97,1978.73,1976.97,1978.73,2326000
SET100,20151116,15:35:00,1977.80,1977.89,1977.14,1977.89,1390000
SET100,20151116,15:36:00,1977.28,1978.64,1977.28,1978.64,2553000
SET100,20151116,15:37:00,1978.31,1978.34,1977.50,1977.50,4309000
SET100,20151116,15:38:00,1978.12,1978.12,1977.47,1977.53,3596000
SET100,20151116,15:39:00,1977.57,1979.91,1977.57,1979.91,9582000
SET100,20151116,15:40:00,1978.51,1979.25,1978.51,1978.68,2710000
SET100,20151116,15:41:00,1977.53,1979.05,1977.05,1979.05,4695000
SET100,20151116,15:42:00,1978.06,1978.49,1977.96,1978.38,6427000
SET100,20151116,15:43:00,1978.49,1978.49,1977.92,1978.15,939000
SET100,20151116,15:44:00,1978.14,1979.38,1978.14,1979.38,5125000
SET100,20151116,15:45:00,1979.40,1980.92,1979.40,1979.71,3422000
SET100,20151116,15:46:00,1980.28,1980.45,1979.19,1980.09,16246000
SET100,20151116,15:47:00,1980.43,1981.76,1980.43,1981.22,25080000
SET100,20151116,15:48:00,1981.24,1983.17,1981.24,1982.82,3314000
SET100,20151116,15:49:00,1984.02,1985.65,1983.21,1984.79,2857000
SET100,20151116,15:50:00,1984.61,1984.61,1983.95,1984.55,15176000
SET100,20151116,15:51:00,1985.13,1985.13,1984.14,1984.14,17823000
SET100,20151116,15:52:00,1985.30,1986.05,1985.30,1985.82,18453000
SET100,20151116,15:53:00,1985.87,1986.01,1985.63,1985.76,4073000
SET100,20151116,15:54:00,1985.89,1986.11,1985.15,1986.11,4394000
SET100,20151116,15:55:00,1984.71,1985.68,1984.71,1985.68,16985000
SET100,20151116,15:56:00,1985.18,1985.81,1985.18,1985.20,3136000
SET100,20151116,15:57:00,1985.37,1986.06,1985.37,1985.44,7119000
SET100,20151116,15:58:00,1985.85,1986.03,1985.84,1985.97,2909000
SET100,20151116,15:59:00,1984.75,1985.80,1984.17,1985.80,2757000
SET100,20151116,16:00:00,1985.45,1985.45,1984.75,1984.82,3567000
SET100,20151116,16:01:00,1985.81,1987.16,1985.81,1987.16,14080000
SET100,20151116,16:02:00,1986.79,1986.92,1985.47,1985.47,6760000
SET100,20151116,16:03:00,1985.70,1986.05,1985.63,1985.98,4238000
SET100,20151116,16:04:00,1986.49,1988.01,1986.37,1988.01,17689000
SET100,20151116,16:05:00,1987.65,1987.85,1987.17,1987.17,5926000
SET100,20151116,16:06:00,1987.29,1987.29,1987.21,1987.21,3573000
SET100,20151116,16:07:00,1987.02,1987.02,1986.15,1986.15,4434000
SET100,20151116,16:08:00,1987.22,1987.22,1986.40,1986.92,6169000
SET100,20151116,16:09:00,1986.87,1988.31,1986.51,1986.51,8587000
SET100,20151116,16:10:00,1985.90,1985.98,1985.37,1985.37,3609000
SET100,20151116,16:11:00,1986.09,1986.81,1986.09,1986.45,5980000
SET100,20151116,16:12:00,1987.10,1987.70,1986.64,1987.70,4073000
SET100,20151116,16:13:00,1987.25,1987.25,1985.44,1985.44,11536000
SET100,20151116,16:14:00,1985.98,1986.34,1985.72,1985.72,5255000
SET100,20151116,16:15:00,1985.97,1986.16,1985.34,1986.16,5425000
SET100,20151116,16:16:00,1986.13,1986.46,1985.43,1985.43,9933000
SET100,20151116,16:17:00,1985.24,1985.67,1985.13,1985.67,4451000
SET100,20151116,16:18:00,1985.51,1985.51,1984.49,1984.49,3105000
SET100,20151116,16:19:00,1985.66,1987.04,1985.43,1985.43,2504000
SET100,20151116,16:20:00,1985.40,1985.40,1984.57,1985.38,6032000
SET100,20151116,16:21:00,1984.65,1987.06,1984.65,1987.06,3665000
SET100,20151116,16:22:00,1986.39,1987.22,1986.12,1986.26,6687000
